year,unit,section,bucks,does,fawns,total_harvest,total_hunters,pct_success,rec_days
2022,46,early_late,0,17,4,21,34,63,458
2022,461,early_late,96,43,0,139,310,45,2241
2022,47,early_late,15,0,0,15,36,43,167
2022,471,early_late,9,0,0,9,28,31,133
2022,48,early_late,4,0,0,4,29,12,98
2022,481,early_late,2,3,0,5,17,30,42
2022,51,early_late,29,35,0,64,141,45,745
2022,511,early_late,0,0,0,0,3,0,5
2022,52,early_late,0,88,3,91,185,49,1106
2022,53,early_late,0,15,0,15,23,67,203
2022,56,early_late,10,0,0,10,14,73,37
2022,561,early_late,4,0,0,4,6,67,14
2022,58,early_late,3,0,0,3,8,33,23
2022,581,early_late,5,3,0,8,10,75,33
2022,59,early_late,0,0,0,0,30,0,140
2022,591,early_late,55,15,0,70,152,46,1266
2022,62,early_late,20,20,0,40,63,64,157
2022,63,early_late,0,32,0,32,37,85,130
2022,64,early_late,5,0,0,5,7,67,20
2022,65,early_late,21,0,0,21,37,56,125
2022,69,early_late,13,5,0,18,53,33,278
2022,691,early_late,0,0,0,0,3,0,5
2022,72,early_late,0,16,0,16,26,63,82
2022,73,early_late,0,20,0,20,23,86,46
2022,74,early_late,13,0,0,13,26,51,101
2022,75,early_late,0,58,0,58,79,74,344
2022,751,early_late,0,17,0,17,25,67,99
2022,77,early_late,0,0,0,0,4,0,18
2022,771,early_late,0,32,4,35,42,85,126
2022,78,early_late,0,4,0,4,7,50,15
2022,79,early_late,0,20,0,20,44,45,116
2022,791,early_late,0,2,0,2,10,20,69
2022,82,early_late,6,0,0,6,18,31,69
2022,84,early_late,13,18,0,30,140,21,780
2022,85,early_late,3,8,0,10,45,22,220
2022,851,early_late,5,5,0,10,20,50,143
2022,86,early_late,16,0,0,16,27,61,153
2022,861,early_late,3,0,0,3,11,22,16
2022,87,early_late,21,0,0,21,93,22,424
2022,88,early_late,30,11,0,41,75,55,180
2022,89,early_late,37,11,0,48,107,45,352
2022,90,early_late,8,4,0,12,31,37,93
2022,91,early_late,13,16,6,35,104,34,402
2022,92,early_late,24,9,0,33,124,27,486
2022,93,early_late,13,17,0,29,53,55,173
2022,94,early_late,27,17,3,48,89,54,370
2022,95,early_late,20,11,0,30,121,25,547
2022,951,early_late,40,24,0,64,124,51,537
2022,96,early_late,99,9,0,109,221,49,933
2022,97,early_late,10,11,3,24,47,50,196
2022,98,early_late,44,22,0,66,173,38,737
2022,99,early_late,58,41,0,99,200,49,830
2022,100,early_late,23,16,0,40,83,48,345
2022,101,early_late,24,7,0,31,55,56,211
2022,102,early_late,75,26,3,104,229,45,846
2022,103,early_late,14,25,8,46,149,31,598
2022,104,early_late,28,30,11,68,126,54,421
2022,105,early_late,48,48,4,100,200,50,739
2022,106,early_late,18,11,0,29,38,76,127
2022,107,early_late,36,17,10,63,134,47,369
2022,109,early_late,54,30,0,84,201,42,717
2022,116,early_late,33,9,0,41,116,36,435
2022,117,early_late,16,7,0,24,73,33,242
2022,122,early_late,32,10,0,42,78,54,279
2022,125,early_late,17,10,1,28,67,42,372
2022,126,early_late,24,13,2,39,107,37,404
2022,127,early_late,28,19,4,51,89,57,341
2022,129,early_late,11,12,0,22,33,68,127
2022,130,early_late,12,4,0,15,32,47,119
2022,132,early_late,35,13,0,48,76,63,216
2022,136,early_late,5,0,0,5,21,22,70
2022,137,early_late,38,11,0,49,82,60,275
2022,138,early_late,1,0,0,1,9,15,23
2022,139,early_late,37,22,2,61,98,62,407
2022,140,early_late,0,3,0,3,8,33,65
2022,141,early_late,7,5,0,12,16,77,55
2022,142,early_late,12,17,0,29,37,78,152
2022,143,early_late,11,3,0,13,44,30,208
2022,144,early_late,28,15,0,43,81,53,257
2022,145,early_late,8,4,0,12,22,54,67
2022,146,early_late,23,2,0,25,72,35,386
2022,147,early_late,4,3,0,7,20,34,60
2022,1,rifle_2nd,10,0,0,10,11,91,39
2022,2,rifle_2nd,14,0,0,14,14,100,71
2022,201,rifle_2nd,23,0,0,23,25,90,99
2022,3,rifle_2nd,427,117,4,549,775,71,2466
2022,301,rifle_2nd,222,35,0,257,380,68,1200
2022,4,rifle_2nd,246,169,7,422,647,65,2616
2022,441,rifle_2nd,70,32,2,104,196,53,674
2022,5,rifle_2nd,47,29,3,79,138,57,535
2022,6,rifle_2nd,60,0,0,60,79,75,330
2022,7,rifle_2nd,8,10,0,18,278,6,1250
2022,8,rifle_2nd,21,10,2,32,335,10,1480
2022,9,rifle_2nd,0,8,0,8,8,100,29
2022,10,rifle_2nd,28,0,0,28,30,95,118
2022,11,rifle_2nd,149,98,11,258,530,49,2139
2022,211,rifle_2nd,78,29,0,107,337,32,1455
2022,12,rifle_2nd,134,69,11,214,554,39,2417
2022,13,rifle_2nd,106,11,0,117,253,46,984
2022,131,rifle_2nd,0,0,0,0,33,0,133
2022,231,rifle_2nd,13,2,0,14,63,23,296
2022,14,rifle_2nd,4,14,0,18,119,15,488
2022,214,rifle_2nd,8,0,0,8,60,13,210
2022,15,rifle_2nd,93,26,4,123,581,21,2684
2022,16,rifle_2nd,39,0,0,39,72,54,295
2022,161,rifle_2nd,66,0,0,66,97,68,409
2022,17,rifle_2nd,27,0,0,27,67,40,292
2022,171,rifle_2nd,26,0,0,26,72,36,364
2022,18,rifle_2nd,51,58,0,108,932,12,3616
2022,181,rifle_2nd,29,28,0,57,306,19,1125
2022,19,rifle_2nd,53,29,0,81,247,33,808
2022,191,rifle_2nd,146,41,4,191,398,48,1333
2022,20,rifle_2nd,48,3,0,50,159,32,659
2022,21,rifle_2nd,262,0,0,262,286,91,1180
2022,22,rifle_2nd,195,64,16,276,470,59,2281
2022,23,rifle_2nd,82,16,3,100,404,25,1780
2022,24,rifle_2nd,8,0,5,13,151,9,719
2022,25,rifle_2nd,64,15,0,79,422,19,1989
2022,26,rifle_2nd,45,15,5,66,203,32,828
2022,27,rifle_2nd,33,32,0,65,397,16,1482
2022,28,rifle_2nd,37,30,14,81,723,11,2678
2022,29,rifle_2nd,30,15,0,45,203,22,781
2022,30,rifle_2nd,69,6,2,77,106,72,465
2022,31,rifle_2nd,101,0,0,101,187,54,892
2022,32,rifle_2nd,6,0,0,6,36,16,97
2022,33,rifle_2nd,107,0,0,107,433,25,2172
2022,34,rifle_2nd,22,0,0,22,250,9,1085
2022,35,rifle_2nd,169,21,4,193,427,45,1262
2022,36,rifle_2nd,153,21,0,173,458,38,1679
2022,361,rifle_2nd,42,0,0,42,100,42,328
2022,37,rifle_2nd,71,48,14,133,527,25,1848
2022,371,rifle_2nd,5,21,7,33,146,22,524
2022,38,rifle_2nd,10,4,0,14,130,11,526
2022,39,rifle_2nd,25,5,0,31,153,20,583
2022,391,rifle_2nd,3,0,0,3,3,100,10
2022,40,rifle_2nd,85,0,0,85,145,58,625
2022,41,rifle_2nd,192,1,0,193,424,46,1845
2022,411,rifle_2nd,95,0,0,95,187,51,689
2022,42,rifle_2nd,221,3,0,224,440,51,2016
2022,421,rifle_2nd,149,0,0,149,325,46,1372
2022,43,rifle_2nd,159,8,2,168,336,50,1488
2022,44,rifle_2nd,50,10,0,60,92,65,370
2022,444,rifle_2nd,113,31,4,147,327,45,1368
2022,45,rifle_2nd,18,0,0,18,124,15,503
2022,46,rifle_2nd,15,5,0,20,82,24,333
2022,47,rifle_2nd,30,0,0,30,47,65,226
2022,471,rifle_2nd,5,0,0,5,13,36,49
2022,48,rifle_2nd,25,0,0,25,55,46,266
2022,481,rifle_2nd,57,13,0,70,121,58,473
2022,49,rifle_2nd,235,17,0,252,358,70,1139
2022,50,rifle_2nd,36,0,0,36,99,37,392
2022,500,rifle_2nd,0,0,0,0,24,0,44
2022,501,rifle_2nd,87,35,0,122,174,70,624
2022,51,rifle_2nd,53,0,0,53,83,65,307
2022,511,rifle_2nd,98,44,0,142,174,81,582
2022,52,rifle_2nd,172,0,0,172,366,47,1412
2022,521,rifle_2nd,77,0,0,77,272,28,1073
2022,53,rifle_2nd,117,0,0,117,150,78,580
2022,54,rifle_2nd,216,16,0,232,336,69,1510
2022,55,rifle_2nd,130,101,8,239,364,66,1475
2022,551,rifle_2nd,92,55,3,150,243,62,1057
2022,56,rifle_2nd,62,3,2,67,128,52,536
2022,561,rifle_2nd,34,0,0,34,62,56,179
2022,57,rifle_2nd,65,17,0,82,140,59,327
2022,58,rifle_2nd,56,9,0,65,144,45,526
2022,581,rifle_2nd,123,0,0,123,185,67,732
2022,59,rifle_2nd,21,0,0,21,50,43,233
2022,60,rifle_2nd,44,1,1,46,70,65,302
2022,61,rifle_2nd,52,0,0,52,78,67,392
2022,62,rifle_2nd,211,7,0,218,451,48,2100
2022,63,rifle_2nd,106,0,0,106,122,87,475
2022,64,rifle_2nd,39,0,0,39,127,30,471
2022,65,rifle_2nd,140,0,0,140,317,44,1468
2022,66,rifle_2nd,139,62,0,201,226,89,890
2022,67,rifle_2nd,125,52,6,183,245,74,944
2022,68,rifle_2nd,124,0,0,124,210,59,861
2022,681,rifle_2nd,108,0,0,108,136,79,558
2022,682,rifle_2nd,4,0,0,4,18,21,23
2022,69,rifle_2nd,195,12,0,207,406,51,1437
2022,691,rifle_2nd,14,2,0,16,55,29,278
2022,70,rifle_2nd,299,7,0,305,451,68,1990
2022,71,rifle_2nd,61,0,0,61,150,40,654
2022,711,rifle_2nd,110,0,0,110,210,52,802
2022,72,rifle_2nd,180,33,0,212,299,71,1136
2022,73,rifle_2nd,52,0,0,52,158,33,621
2022,74,rifle_2nd,8,0,0,8,65,13,298
2022,741,rifle_2nd,109,8,0,117,173,68,746
2022,75,rifle_2nd,122,14,0,136,345,39,1352
2022,751,rifle_2nd,126,6,0,131,266,49,1126
2022,76,rifle_2nd,14,0,0,14,20,68,78
2022,77,rifle_2nd,221,9,2,232,445,52,1839
2022,771,rifle_2nd,74,0,0,74,163,46,624
2022,78,rifle_2nd,153,4,0,158,322,49,1440
2022,79,rifle_2nd,53,0,0,53,91,59,432
2022,80,rifle_2nd,89,0,0,89,128,70,504
2022,81,rifle_2nd,107,0,0,107,149,72,683
2022,82,rifle_2nd,67,0,0,67,143,47,597
2022,83,rifle_2nd,23,0,0,23,27,86,103
2022,84,rifle_2nd,214,19,0,233,412,57,1588
2022,85,rifle_2nd,132,0,0,132,284,47,1202
2022,851,rifle_2nd,33,0,0,33,40,83,128
2022,86,rifle_2nd,70,7,0,78,179,43,627
2022,861,rifle_2nd,3,5,0,8,41,20,170
2022,140,rifle_2nd,9,0,0,9,67,13,304
2022,1,rifle_3rd,5,0,0,5,5,100,14
2022,2,rifle_3rd,18,0,0,18,20,89,85
2022,201,rifle_3rd,15,0,0,15,18,86,67
2022,3,rifle_3rd,530,309,10,849,1226,69,4448
2022,301,rifle_3rd,347,113,7,467,745,63,2509
2022,4,rifle_3rd,316,83,18,416,624,67,2366
2022,441,rifle_3rd,74,0,4,78,134,58,411
2022,5,rifle_3rd,29,8,3,39,56,69,233
2022,6,rifle_3rd,28,0,0,28,28,100,110
2022,7,rifle_3rd,5,7,0,13,217,6,749
2022,8,rifle_3rd,19,7,0,26,281,9,1052
2022,9,rifle_3rd,0,8,0,8,13,67,29
2022,10,rifle_3rd,17,0,0,17,20,84,84
2022,11,rifle_3rd,232,128,0,361,642,56,2765
2022,211,rifle_3rd,207,48,14,269,493,55,1900
2022,12,rifle_3rd,165,39,13,217,497,44,2019
2022,13,rifle_3rd,71,12,5,88,181,49,538
2022,131,rifle_3rd,0,0,0,0,25,0,100
2022,231,rifle_3rd,2,0,0,2,26,6,87
2022,14,rifle_3rd,0,0,0,0,4,0,18
2022,214,rifle_3rd,8,0,0,8,16,49,45
2022,15,rifle_3rd,112,26,5,142,409,35,1983
2022,16,rifle_3rd,3,0,0,3,14,21,54
2022,161,rifle_3rd,28,0,0,28,28,100,114
2022,17,rifle_3rd,3,0,0,3,14,22,82
2022,171,rifle_3rd,0,0,0,0,28,0,129
2022,18,rifle_3rd,114,57,19,189,967,20,3503
2022,181,rifle_3rd,45,47,0,91,360,25,1458
2022,19,rifle_3rd,104,29,4,138,303,45,919
2022,191,rifle_3rd,125,46,0,172,359,48,1228
2022,20,rifle_3rd,85,4,0,90,193,46,639
2022,21,rifle_3rd,69,0,0,69,77,90,310
2022,22,rifle_3rd,231,84,6,322,478,67,1939
2022,23,rifle_3rd,145,31,5,181,468,39,2141
2022,24,rifle_3rd,14,0,0,14,75,19,257
2022,25,rifle_3rd,109,10,1,119,299,40,1376
2022,26,rifle_3rd,62,20,0,82,222,37,824
2022,27,rifle_3rd,19,25,0,44,248,18,840
2022,28,rifle_3rd,95,44,13,152,706,21,2510
2022,29,rifle_3rd,28,14,0,42,150,28,430
2022,30,rifle_3rd,37,0,0,37,64,57,218
2022,31,rifle_3rd,129,0,0,129,225,57,856
2022,32,rifle_3rd,54,0,0,54,72,75,235
2022,33,rifle_3rd,151,0,0,151,436,35,2156
2022,34,rifle_3rd,35,19,0,53,199,27,837
2022,35,rifle_3rd,147,11,0,157,292,54,1100
2022,36,rifle_3rd,123,21,0,144,319,45,1065
2022,361,rifle_3rd,17,4,0,21,90,23,399
2022,37,rifle_3rd,56,33,13,102,458,22,1464
2022,371,rifle_3rd,15,6,0,22,103,21,243
2022,38,rifle_3rd,14,2,0,16,127,13,413
2022,39,rifle_3rd,33,6,0,39,89,44,286
2022,391,rifle_3rd,0,0,0,0,2,0,4
2022,40,rifle_3rd,91,0,0,91,118,77,433
2022,41,rifle_3rd,89,0,0,89,143,62,456
2022,411,rifle_3rd,51,0,0,51,105,49,367
2022,42,rifle_3rd,177,2,0,179,247,72,808
2022,421,rifle_3rd,105,0,0,105,155,68,489
2022,43,rifle_3rd,99,8,0,107,178,60,662
2022,44,rifle_3rd,27,8,5,39,42,92,155
2022,444,rifle_3rd,77,17,2,96,156,61,630
2022,45,rifle_3rd,3,0,0,3,39,8,117
2022,46,rifle_3rd,37,6,2,45,93,49,280
2022,461,rifle_3rd,2,0,0,2,2,100,2
2022,47,rifle_3rd,10,0,0,10,28,36,96
2022,471,rifle_3rd,0,0,0,0,3,0,3
2022,48,rifle_3rd,12,0,0,12,34,36,124
2022,481,rifle_3rd,37,9,2,48,75,64,242
2022,49,rifle_3rd,111,12,0,123,208,59,677
2022,50,rifle_3rd,33,0,0,33,85,39,293
2022,500,rifle_3rd,4,0,0,4,6,68,18
2022,501,rifle_3rd,73,39,0,111,156,71,496
2022,51,rifle_3rd,65,0,0,65,78,84,255
2022,511,rifle_3rd,33,30,5,69,90,76,279
2022,52,rifle_3rd,133,0,0,133,211,63,652
2022,521,rifle_3rd,46,0,0,46,89,51,345
2022,53,rifle_3rd,91,0,0,91,99,92,344
2022,54,rifle_3rd,49,25,2,76,120,64,558
2022,55,rifle_3rd,71,67,3,140,175,80,693
2022,551,rifle_3rd,37,27,2,66,83,80,339
2022,56,rifle_3rd,61,4,0,65,95,68,358
2022,561,rifle_3rd,25,0,0,25,48,51,204
2022,57,rifle_3rd,56,7,0,63,124,51,477
2022,58,rifle_3rd,112,4,0,116,205,56,714
2022,581,rifle_3rd,99,4,0,102,165,62,345
2022,59,rifle_3rd,22,0,0,22,22,100,72
2022,60,rifle_3rd,50,0,0,50,71,70,328
2022,61,rifle_3rd,53,0,0,53,89,60,365
2022,62,rifle_3rd,233,4,0,237,419,57,1695
2022,63,rifle_3rd,97,0,0,97,113,86,422
2022,64,rifle_3rd,47,0,0,47,115,40,432
2022,65,rifle_3rd,160,0,0,160,220,73,770
2022,66,rifle_3rd,38,41,2,81,86,95,306
2022,67,rifle_3rd,40,54,0,94,101,93,351
2022,68,rifle_3rd,64,0,0,64,132,49,542
2022,681,rifle_3rd,45,0,0,45,110,41,458
2022,682,rifle_3rd,0,0,0,0,3,0,8
2022,69,rifle_3rd,100,14,0,114,250,45,808
2022,691,rifle_3rd,0,0,0,0,22,0,42
2022,70,rifle_3rd,363,2,0,366,448,82,1881
2022,71,rifle_3rd,56,0,0,56,137,41,603
2022,711,rifle_3rd,215,0,0,215,330,65,1478
2022,72,rifle_3rd,192,24,0,216,364,59,1217
2022,73,rifle_3rd,128,0,0,128,233,55,801
2022,74,rifle_3rd,21,0,0,21,54,38,205
2022,741,rifle_3rd,58,5,0,63,94,68,352
2022,75,rifle_3rd,94,13,2,108,276,39,1058
2022,751,rifle_3rd,135,11,0,146,247,59,934
2022,76,rifle_3rd,11,0,0,11,17,64,64
2022,77,rifle_3rd,111,11,0,123,262,47,1102
2022,771,rifle_3rd,146,3,0,149,218,68,886
2022,78,rifle_3rd,101,5,0,106,260,41,1049
2022,79,rifle_3rd,69,0,0,69,99,70,419
2022,791,rifle_3rd,0,0,0,0,2,0,5
2022,80,rifle_3rd,115,0,0,115,184,62,659
2022,81,rifle_3rd,71,0,0,71,123,57,374
2022,82,rifle_3rd,68,0,0,68,113,60,520
2022,83,rifle_3rd,24,0,0,24,28,87,93
2022,84,rifle_3rd,166,20,0,186,268,69,878
2022,85,rifle_3rd,114,0,0,114,172,67,700
2022,851,rifle_3rd,11,0,0,11,16,71,67
2022,86,rifle_3rd,40,6,0,45,84,54,248
2022,861,rifle_3rd,7,0,0,7,9,70,23
2022,140,rifle_3rd,34,0,0,34,66,52,198
2022,201,rifle_4th,5,0,0,5,5,100,11
2022,3,rifle_4th,59,3,0,63,89,70,273
2022,301,rifle_4th,42,6,0,48,69,69,183
2022,4,rifle_4th,94,29,7,130,166,79,571
2022,441,rifle_4th,5,0,0,5,15,34,52
2022,5,rifle_4th,5,0,0,5,12,38,47
2022,6,rifle_4th,11,0,0,11,17,68,54
2022,7,rifle_4th,15,0,0,15,76,20,243
2022,8,rifle_4th,9,0,0,9,77,12,272
2022,11,rifle_4th,43,24,3,69,117,59,376
2022,211,rifle_4th,28,33,4,65,104,62,322
2022,12,rifle_4th,36,4,4,44,87,51,310
2022,13,rifle_4th,25,0,0,25,75,34,206
2022,14,rifle_4th,0,0,0,0,3,0,3
2022,15,rifle_4th,21,0,0,21,35,59,125
2022,161,rifle_4th,5,0,0,5,6,78,13
2022,17,rifle_4th,0,0,0,0,2,0,5
2022,171,rifle_4th,0,0,0,0,1,0,3
2022,18,rifle_4th,13,0,0,13,102,13,355
2022,181,rifle_4th,19,0,0,19,43,43,128
2022,19,rifle_4th,50,0,0,50,126,39,299
2022,191,rifle_4th,66,0,0,66,151,44,427
2022,20,rifle_4th,63,1,0,65,179,36,578
2022,22,rifle_4th,16,0,0,16,23,71,86
2022,23,rifle_4th,10,0,0,10,46,23,163
2022,24,rifle_4th,0,0,0,0,3,0,8
2022,25,rifle_4th,17,0,0,17,44,38,161
2022,26,rifle_4th,12,0,0,12,34,35,62
2022,27,rifle_4th,12,0,0,12,28,43,98
2022,28,rifle_4th,23,0,0,23,82,28,214
2022,29,rifle_4th,28,5,0,33,156,21,428
2022,33,rifle_4th,7,0,0,7,24,28,98
2022,34,rifle_4th,3,0,0,3,43,7,139
2022,35,rifle_4th,2,0,0,2,10,21,27
2022,36,rifle_4th,8,0,0,8,11,69,27
2022,361,rifle_4th,6,0,0,6,8,75,30
2022,37,rifle_4th,9,0,0,9,35,27,113
2022,371,rifle_4th,0,0,0,0,5,0,14
2022,38,rifle_4th,25,0,0,25,139,18,385
2022,39,rifle_4th,16,5,0,22,69,32,235
2022,391,rifle_4th,0,0,0,0,1,0,4
2022,40,rifle_4th,6,0,0,6,9,67,30
2022,411,rifle_4th,3,0,0,3,8,33,36
2022,43,rifle_4th,17,0,0,17,23,72,63
2022,44,rifle_4th,18,0,0,18,20,88,66
2022,444,rifle_4th,22,0,0,22,30,75,82
2022,46,rifle_4th,21,13,0,34,52,65,146
2022,461,rifle_4th,2,0,0,2,4,64,6
2022,47,rifle_4th,2,0,0,2,5,39,7
2022,501,rifle_4th,18,0,0,18,24,75,78
2022,51,rifle_4th,18,0,0,18,46,38,140
2022,511,rifle_4th,56,0,0,56,97,58,294
2022,52,rifle_4th,12,0,0,12,21,55,83
2022,521,rifle_4th,5,0,0,5,10,50,21
2022,53,rifle_4th,8,0,0,8,8,100,18
2022,54,rifle_4th,12,0,0,12,15,77,59
2022,55,rifle_4th,17,0,0,17,20,86,63
2022,551,rifle_4th,12,0,0,12,15,81,48
2022,60,rifle_4th,4,0,0,4,4,100,16
2022,63,rifle_4th,5,0,0,5,9,50,32
2022,64,rifle_4th,0,0,0,0,1,0,6
2022,65,rifle_4th,19,0,0,19,19,100,44
2022,66,rifle_4th,18,0,0,18,18,100,55
2022,67,rifle_4th,15,0,0,15,18,80,57
2022,68,rifle_4th,10,0,0,10,12,89,53
2022,681,rifle_4th,0,0,0,0,1,0,1
2022,69,rifle_4th,10,0,0,10,20,50,45
2022,691,rifle_4th,5,0,0,5,5,100,23
2022,70,rifle_4th,37,0,0,37,60,62,209
2022,71,rifle_4th,4,0,0,4,12,31,41
2022,711,rifle_4th,17,0,0,17,35,47,105
2022,72,rifle_4th,22,14,0,36,51,71,141
2022,73,rifle_4th,19,0,0,19,36,54,108
2022,74,rifle_4th,6,0,0,6,9,69,25
2022,741,rifle_4th,23,4,0,27,48,56,152
2022,75,rifle_4th,44,6,0,50,89,56,274
2022,751,rifle_4th,20,10,0,30,49,61,162
2022,77,rifle_4th,19,6,0,25,38,66,87
2022,771,rifle_4th,37,6,0,43,65,67,228
2022,78,rifle_4th,26,0,0,26,38,69,121
2022,79,rifle_4th,5,0,0,5,5,100,9
2022,791,rifle_4th,3,0,0,3,3,100,3
2022,80,rifle_4th,31,0,0,31,35,88,106
2022,81,rifle_4th,11,0,0,11,15,73,46
2022,82,rifle_4th,18,0,0,18,29,64,99
2022,83,rifle_4th,10,0,0,10,10,100,25
2022,84,rifle_4th,7,0,0,7,13,50,43
2022,86,rifle_4th,3,0,0,3,5,67,17
2022,2,archery,2,0,0,2,4,46,36
2022,201,archery,3,0,0,3,7,43,37
2022,3,archery,33,6,0,38,71,53,408
2022,301,archery,0,0,0,0,16,0,69
2022,4,archery,11,5,0,16,95,17,553
2022,441,archery,5,0,0,5,32,15,197
2022,5,archery,26,22,0,49,101,48,605
2022,6,archery,3,0,0,3,57,6,340
2022,7,archery,20,0,0,20,303,7,2295
2022,8,archery,15,10,0,25,336,7,2083
2022,9,archery,0,2,0,2,32,7,246
2022,10,archery,0,0,0,0,4,0,34
2022,11,archery,0,0,0,0,35,0,227
2022,211,archery,0,3,0,3,9,33,74
2022,12,archery,6,0,0,6,96,6,504
2022,13,archery,4,0,0,4,14,28,75
2022,131,archery,3,3,0,6,28,22,260
2022,231,archery,4,7,0,11,37,30,259
2022,14,archery,21,20,0,41,126,32,838
2022,214,archery,11,10,0,21,53,39,328
2022,15,archery,7,6,0,13,140,9,1207
2022,16,archery,3,0,0,3,16,20,147
2022,161,archery,22,0,0,22,60,37,376
2022,17,archery,0,0,0,0,3,0,23
2022,171,archery,6,0,0,6,22,29,125
2022,18,archery,0,16,0,16,259,6,1566
2022,181,archery,0,0,0,0,56,0,346
2022,19,archery,0,45,0,45,193,23,1424
2022,191,archery,8,0,0,8,158,5,570
2022,20,archery,17,22,4,43,207,21,1494
2022,21,archery,18,0,0,18,50,37,435
2022,22,archery,0,3,0,3,45,7,334
2022,23,archery,31,7,0,38,147,26,784
2022,24,archery,0,4,0,4,83,5,412
2022,25,archery,0,6,0,6,75,8,550
2022,26,archery,0,0,0,0,29,0,227
2022,27,archery,0,23,0,23,58,39,420
2022,28,archery,0,6,0,6,252,3,1758
2022,29,archery,8,6,0,14,120,11,778
2022,30,archery,6,13,0,19,71,27,347
2022,31,archery,34,3,0,37,81,45,514
2022,32,archery,11,0,0,11,40,28,295
2022,33,archery,16,9,0,26,132,20,1013
2022,34,archery,0,4,0,4,60,7,437
2022,35,archery,8,0,0,8,59,13,308
2022,36,archery,4,7,0,11,68,16,509
2022,361,archery,0,0,0,0,8,0,57
2022,37,archery,13,16,0,29,194,15,1130
2022,371,archery,0,0,0,0,59,0,315
2022,38,archery,7,7,0,13,170,8,1387
2022,39,archery,25,10,0,34,167,21,1169
2022,391,archery,14,0,0,14,42,35,254
2022,40,archery,51,0,0,51,77,65,624
2022,41,archery,30,8,0,38,156,24,1395
2022,411,archery,8,0,0,8,14,57,104
2022,42,archery,6,5,0,11,85,13,544
2022,421,archery,32,6,0,38,154,25,1160
2022,43,archery,52,12,0,64,175,37,1466
2022,44,archery,14,4,0,18,59,30,488
2022,444,archery,29,8,0,37,106,35,831
2022,45,archery,23,0,0,23,72,32,485
2022,46,archery,12,14,0,27,73,37,509
2022,461,archery,6,2,0,9,49,18,335
2022,47,archery,0,0,0,0,27,0,104
2022,471,archery,4,4,0,8,35,23,252
2022,48,archery,9,0,0,9,77,12,537
2022,481,archery,8,0,0,8,60,13,533
2022,49,archery,21,2,0,23,85,27,503
2022,50,archery,0,10,0,10,58,17,460
2022,500,archery,0,3,0,3,41,6,351
2022,501,archery,6,11,0,18,91,19,701
2022,51,archery,17,17,0,35,92,38,795
2022,511,archery,39,0,0,39,122,32,1087
2022,52,archery,0,0,0,0,25,0,196
2022,521,archery,13,0,0,13,56,24,708
2022,53,archery,13,0,0,13,40,32,219
2022,54,archery,15,0,0,15,54,28,440
2022,55,archery,16,0,0,16,51,30,405
2022,551,archery,14,0,0,14,41,33,412
2022,56,archery,5,0,0,5,31,15,213
2022,561,archery,0,0,0,0,20,0,121
2022,57,archery,0,0,0,0,27,0,160
2022,58,archery,8,8,0,17,89,19,626
2022,581,archery,21,19,0,40,98,40,719
2022,59,archery,16,0,0,16,26,60,121
2022,591,archery,0,0,0,0,3,0,17
2022,60,archery,15,0,0,15,31,48,200
2022,61,archery,12,0,0,12,41,30,428
2022,62,archery,51,0,0,51,174,29,1726
2022,63,archery,31,0,0,31,46,69,299
2022,64,archery,3,0,0,3,33,10,157
2022,65,archery,16,0,0,16,97,17,718
2022,66,archery,23,0,0,23,63,37,435
2022,67,archery,12,0,0,12,54,21,439
2022,68,archery,10,0,0,10,70,15,514
2022,681,archery,8,0,0,8,44,18,377
2022,682,archery,0,0,0,0,2,0,10
2022,69,archery,42,21,0,62,123,51,811
2022,691,archery,0,5,0,5,10,50,83
2022,70,archery,16,0,0,16,93,17,919
2022,71,archery,12,0,0,12,76,16,740
2022,711,archery,5,0,0,5,36,13,333
2022,72,archery,31,0,0,31,60,52,393
2022,73,archery,29,0,0,29,80,36,876
2022,74,archery,23,0,0,23,88,26,852
2022,741,archery,2,2,0,3,30,11,213
2022,75,archery,21,18,0,39,145,27,1085
2022,751,archery,18,3,0,21,89,24,528
2022,76,archery,8,0,0,8,21,38,237
2022,77,archery,27,20,0,46,179,26,1005
2022,771,archery,5,5,0,9,24,40,109
2022,78,archery,13,10,0,24,119,20,848
2022,79,archery,1,0,0,1,6,25,24
2022,80,archery,37,0,0,37,102,36,748
2022,81,archery,43,0,0,43,142,30,1142
2022,82,archery,4,0,0,4,36,11,278
2022,83,archery,8,0,0,8,8,100,33
2022,84,archery,35,10,0,46,100,46,673
2022,85,archery,45,0,0,45,92,49,869
2022,851,archery,9,0,0,9,16,53,92
2022,86,archery,10,0,0,10,34,30,258
2022,861,archery,0,0,0,0,5,0,31
2022,87,archery,0,0,0,0,23,0,298
2022,88,archery,0,0,0,0,6,0,84
2022,89,archery,3,3,0,6,16,40,113
2022,90,archery,0,0,0,0,6,0,81
2022,91,archery,11,3,0,13,55,25,527
2022,92,archery,11,3,0,13,58,23,385
2022,93,archery,3,0,0,3,12,22,104
2022,94,archery,46,0,0,46,71,64,721
2022,95,archery,6,0,0,6,29,22,321
2022,951,archery,15,0,0,15,59,26,963
2022,96,archery,40,3,0,44,91,48,869
2022,97,archery,0,0,0,0,5,0,31
2022,98,archery,14,0,0,14,40,36,456
2022,99,archery,13,0,0,13,45,28,341
2022,100,archery,0,0,0,0,5,0,39
2022,101,archery,9,2,0,12,41,28,334
